Date,Open,High,Low,Close,Volume
23/01/2019 22:00:00,1.1319,1.1325,1.1319,1.1324,4337
23/01/2019 23:00:00,1.1324,1.1326,1.132,1.1322,5567
24/01/2019 00:00:00,1.1322,1.1327,1.1321,1.1322,4511
24/01/2019 01:00:00,1.1322,1.1324,1.1319,1.1321,5811
24/01/2019 02:00:00,1.1321,1.1321,1.1318,1.132,2778
24/01/2019 03:00:00,1.132,1.1321,1.1319,1.132,2490
24/01/2019 04:00:00,1.132,1.1321,1.1319,1.132,2649
24/01/2019 05:00:00,1.132,1.1322,1.1317,1.1318,2777
24/01/2019 06:00:00,1.1318,1.1318,1.1308,1.1311,6970
24/01/2019 07:00:00,1.1311,1.132,1.1301,1.1306,21520
24/01/2019 08:00:00,1.1306,1.1306,1.1278,1.1279,17234
24/01/2019 09:00:00,1.1279,1.1289,1.1275,1.1288,11945
24/01/2019 10:00:00,1.1288,1.1294,1.1283,1.1292,10786
24/01/2019 11:00:00,1.1292,1.1298,1.1288,1.1289,14639
24/01/2019 12:00:00,1.129,1.1292,1.1269,1.1288,38428
24/01/2019 13:00:00,1.1288,1.1307,1.1286,1.1306,31335
24/01/2019 14:00:00,1.1306,1.131,1.1293,1.1294,19067
24/01/2019 15:00:00,1.1294,1.1297,1.1281,1.1283,19183
24/01/2019 16:00:00,1.1283,1.1284,1.1262,1.1263,14422
24/01/2019 17:00:00,1.1263,1.1267,1.1263,1.1267,8691
24/01/2019 18:00:00,1.1267,1.1268,1.126,1.1266,8092
24/01/2019 19:00:00,1.1266,1.127,1.1262,1.127,6065
24/01/2019 20:00:00,1.1269,1.1271,1.126,1.1265,4095
24/01/2019 21:00:00,1.1264,1.1266,1.1257,1.1262,35867
24/01/2019 22:00:00,1.1262,1.1266,1.126,1.1263,23796
24/01/2019 23:00:00,1.1263,1.1268,1.126,1.1262,8173
25/01/2019 00:00:00,1.1262,1.1268,1.126,1.1262,6538
25/01/2019 01:00:00,1.1261,1.1269,1.1261,1.1268,4051
25/01/2019 02:00:00,1.1268,1.1272,1.1266,1.127,5655
25/01/2019 03:00:00,1.127,1.1272,1.1268,1.1269,2109
25/01/2019 04:00:00,1.1269,1.1274,1.1268,1.1272,3287
25/01/2019 05:00:00,1.1271,1.1273,1.1266,1.1273,4689
25/01/2019 06:00:00,1.1273,1.1278,1.1269,1.1277,10354
25/01/2019 07:00:00,1.1277,1.1285,1.1272,1.1284,12819
25/01/2019 08:00:00,1.1284,1.1289,1.128,1.1286,11637
25/01/2019 09:00:00,1.1286,1.1292,1.1282,1.1291,9047
25/01/2019 10:00:00,1.1291,1.1309,1.129,1.1307,10816
25/01/2019 11:00:00,1.1307,1.1311,1.1302,1.1309,10298
25/01/2019 12:00:00,1.1309,1.1318,1.1308,1.1317,16324
25/01/2019 13:00:00,1.1317,1.1321,1.1313,1.1319,26253
25/01/2019 14:00:00,1.1319,1.1334,1.1318,1.1321,28103
25/01/2019 15:00:00,1.1321,1.1329,1.132,1.1327,15354
25/01/2019 16:00:00,1.1327,1.1332,1.1325,1.1328,11737
25/01/2019 17:00:00,1.1328,1.1331,1.1325,1.1327,8383
25/01/2019 18:00:00,1.1327,1.1333,1.1326,1.1332,8123
25/01/2019 19:00:00,1.1332,1.1337,1.1329,1.133,6546
25/01/2019 20:00:00,1.133,1.1332,1.1326,1.133,3527
25/01/2019 21:00:00,1.1329,1.133,1.1328,1.1328,14
25/01/2019 22:00:00,1.133,1.133,1.1322,1.1323,60
27/01/2019 20:00:00,1.1323,1.133,1.1322,1.1323,130
27/01/2019 21:00:00,1.1324,1.1331,1.1324,1.1329,2288
27/01/2019 22:00:00,1.1329,1.1334,1.1326,1.1328,2336
27/01/2019 23:00:00,1.1328,1.1331,1.1326,1.1326,3755
28/01/2019 00:00:00,1.1326,1.133,1.1325,1.1328,4247
28/01/2019 01:00:00,1.1328,1.1329,1.1325,1.1326,2782
28/01/2019 02:00:00,1.1327,1.1335,1.1325,1.1333,3523
28/01/2019 03:00:00,1.1333,1.1333,1.1328,1.1328,2811
28/01/2019 04:00:00,1.1328,1.1329,1.1324,1.1324,3088
28/01/2019 05:00:00,1.1324,1.1324,1.1312,1.1313,4075
28/01/2019 06:00:00,1.1313,1.1325,1.131,1.1324,5970
28/01/2019 07:00:00,1.1324,1.1325,1.1313,1.1316,12174
28/01/2019 08:00:00,1.1316,1.1318,1.131,1.1317,9155
28/01/2019 09:00:00,1.1317,1.1323,1.1316,1.1317,8907
28/01/2019 10:00:00,1.1317,1.1327,1.1317,1.1323,8471
28/01/2019 11:00:00,1.1323,1.1332,1.1322,1.1327,9117
28/01/2019 12:00:00,1.1328,1.1333,1.1327,1.133,11737
28/01/2019 13:00:00,1.133,1.1332,1.132,1.1331,19846
28/01/2019 14:00:00,1.1331,1.1338,1.1328,1.1338,17090
28/01/2019 15:00:00,1.1338,1.1346,1.1334,1.1335,12857
28/01/2019 16:00:00,1.1335,1.1336,1.1332,1.1333,5570
28/01/2019 17:00:00,1.1333,1.1335,1.1331,1.1334,5020
28/01/2019 18:00:00,1.1334,1.1335,1.1332,1.1333,5265
28/01/2019 19:00:00,1.1333,1.1335,1.1332,1.1335,5870
28/01/2019 20:00:00,1.1335,1.1336,1.1332,1.1334,3177
28/01/2019 21:00:00,1.1333,1.1336,1.133,1.1334,1069
28/01/2019 22:00:00,1.1334,1.1338,1.1332,1.1334,2295
28/01/2019 23:00:00,1.1334,1.1338,1.1333,1.1335,4043
29/01/2019 00:00:00,1.1336,1.1339,1.1335,1.1338,3461
29/01/2019 01:00:00,1.1339,1.1342,1.1337,1.1342,2980
29/01/2019 02:00:00,1.1342,1.1343,1.1337,1.1337,2571
29/01/2019 03:00:00,1.1337,1.134,1.1335,1.1338,2780
29/01/2019 04:00:00,1.1338,1.134,1.1336,1.1339,3541
29/01/2019 05:00:00,1.1339,1.1343,1.1339,1.1342,3746
29/01/2019 06:00:00,1.1343,1.1347,1.1341,1.1345,12347
29/01/2019 07:00:00,1.1345,1.1359,1.1343,1.1344,15960
29/01/2019 08:00:00,1.1344,1.1349,1.1338,1.1349,12365
29/01/2019 09:00:00,1.1349,1.1354,1.1347,1.135,10396
29/01/2019 10:00:00,1.135,1.1358,1.135,1.1358,12386
29/01/2019 11:00:00,1.1358,1.1358,1.1353,1.1354,11945
29/01/2019 12:00:00,1.1354,1.1356,1.135,1.1355,14176
29/01/2019 13:00:00,1.1354,1.1366,1.1351,1.1365,20314
29/01/2019 14:00:00,1.1365,1.1367,1.1352,1.1356,19636
29/01/2019 15:00:00,1.1356,1.1377,1.1356,1.1369,17585
29/01/2019 16:00:00,1.1369,1.1377,1.1368,1.1374,7900
29/01/2019 17:00:00,1.1374,1.1377,1.1371,1.1373,8463
29/01/2019 18:00:00,1.1373,1.1375,1.1371,1.1371,11063
29/01/2019 19:00:00,1.1371,1.1379,1.1368,1.1375,13247
29/01/2019 20:00:00,1.1376,1.1376,1.1372,1.1372,4706
29/01/2019 21:00:00,1.1371,1.1374,1.1366,1.1373,5194
29/01/2019 22:00:00,1.1373,1.1376,1.1371,1.1374,3251
29/01/2019 23:00:00,1.1375,1.1378,1.1374,1.1375,4166
30/01/2019 00:00:00,1.1375,1.1379,1.1371,1.1378,5084
30/01/2019 01:00:00,1.1378,1.1384,1.1378,1.138,3132
30/01/2019 02:00:00,1.138,1.1385,1.1379,1.1384,3168
30/01/2019 03:00:00,1.1384,1.1385,1.1383,1.1383,2252
30/01/2019 04:00:00,1.1383,1.1385,1.1382,1.1384,2616
30/01/2019 05:00:00,1.1384,1.1392,1.1383,1.1387,3892
30/01/2019 06:00:00,1.1387,1.1395,1.138,1.1387,13252
30/01/2019 07:00:00,1.1387,1.1395,1.1384,1.1389,17300
30/01/2019 08:00:00,1.1389,1.139,1.1385,1.1386,10917
30/01/2019 09:00:00,1.1386,1.1391,1.1383,1.1388,9849
30/01/2019 10:00:00,1.1388,1.1402,1.1385,1.14,10658
30/01/2019 11:00:00,1.14,1.1406,1.1398,1.1405,10136
30/01/2019 12:00:00,1.1405,1.1408,1.1401,1.1408,17747
30/01/2019 13:00:00,1.1408,1.1408,1.1394,1.1396,20889
30/01/2019 14:00:00,1.1396,1.1407,1.1396,1.1406,15333
30/01/2019 15:00:00,1.1406,1.1409,1.1401,1.1404,10823
30/01/2019 16:00:00,1.1403,1.141,1.14,1.1408,5202
30/01/2019 17:00:00,1.1408,1.1412,1.1404,1.1405,6044
30/01/2019 18:00:00,1.1405,1.1429,1.1404,1.1426,29424
30/01/2019 19:00:00,1.1426,1.1429,1.1412,1.1414,14673
30/01/2019 20:00:00,1.1414,1.1416,1.1411,1.1413,5130
30/01/2019 21:00:00,1.1412,1.1417,1.1407,1.1413,3478
30/01/2019 22:00:00,1.1412,1.1418,1.141,1.1414,4092
30/01/2019 23:00:00,1.1414,1.142,1.1408,1.1409,6082
31/01/2019 00:00:00,1.1409,1.1414,1.1409,1.1414,2974
31/01/2019 01:00:00,1.1414,1.1419,1.1413,1.1418,3993
31/01/2019 02:00:00,1.1418,1.142,1.1416,1.1417,3369
31/01/2019 03:00:00,1.1417,1.1422,1.1417,1.1419,2192
31/01/2019 04:00:00,1.1419,1.1421,1.1415,1.142,3319
31/01/2019 05:00:00,1.142,1.1425,1.1418,1.1425,3215
31/01/2019 06:00:00,1.1425,1.1429,1.1417,1.1417,14602
31/01/2019 07:00:00,1.1417,1.1424,1.1409,1.141,18151
31/01/2019 08:00:00,1.141,1.1418,1.1406,1.1406,17232
31/01/2019 09:00:00,1.1406,1.1408,1.1393,1.1396,15875
31/01/2019 10:00:00,1.1396,1.1408,1.1396,1.1408,13516
31/01/2019 11:00:00,1.1408,1.1415,1.1404,1.1413,12044
31/01/2019 12:00:00,1.1413,1.1415,1.1398,1.1414,18112
31/01/2019 13:00:00,1.1414,1.1425,1.1412,1.142,17635
31/01/2019 14:00:00,1.1419,1.142,1.1373,1.1381,19996
31/01/2019 15:00:00,1.1382,1.1396,1.1377,1.1382,24829
31/01/2019 16:00:00,1.1382,1.1383,1.1372,1.1377,8755
31/01/2019 17:00:00,1.1377,1.1382,1.1376,1.138,6054
31/01/2019 18:00:00,1.138,1.1383,1.1377,1.1383,4527
31/01/2019 19:00:00,1.1382,1.1384,1.1377,1.1384,6667
31/01/2019 20:00:00,1.1383,1.1387,1.1381,1.1387,1734
